title,stars,text,sentimen_bert,sentimen
Pantai Alano,5,pantai nya bersih kalo pagi agak sepi jadi kayak private beach gak perlu sewa tempat duduk masuknya bayar 5000 kayak nya lupa,positive,positive
Pantai Alano,5,bellissima spiaggia tranquilla un paradisoa disposizione sdraio legno e ombra delle piante,neutral,neutral
Pantai Alano,5,hidden beach karjaw menepi sejenak keramaian karjaw kala high season pantai nya sepiii cocok buat orang introvet pengen nikmatin pantai ga crowded jarak pusat karjaw 25 menit worthed banget buat bengang bengong,positive,positive
Pantai Alano,5,rustig en mooi strand,neutral,neutral
Pantai Alano,4,beautiful and quite beach which is the main argument for visiting since for swimming and snorkeling there are better options,positive,positive
Pantai Alano,5,cobran 10000rp por persona es una playa muy agradable y tranquila con poca gente tumbonas de madera hamacasagradec que no tuvieran msica hay un pequeo warung donde venden aguarefrescos y noodles el agua cristalina y la plata muy limpia,positive,positive
Pantai Alano,5,berasa kek private beach disana pagi,positive,positive
Pantai Alano,5,satu of the most beautiful beaches on the main island a quiet palmlined beach with no trash tip be quick for a cool bintang beer,positive,positive
Pantai Alano,5,harga masuk pantai 5k sangat sangat worth it pantai bersih tenang tidak banyak orang,positive,positive
Pantai Alano,5,paradise,negative,negative
Pantai Alano,5,pantai nya cukup terpencil jauh pusat kota tp pasir nya putih cukup jernih air pantai nya kemudian sarana buat ganti toilet jg warungrekomen buat mencari pantai tidak terlalu ramai butuh ketenangan,positive,positive
Pantai Alano,5,beautiful beach and well kept clean and lovely ambiance please keep it in this way,positive,positive
Pantai Alano,5,pantai sepi bersih,negative,negative
Pantai Alano,5,the best beach in karimunjawa the best place for camping the family who runs the business and takes care of the area is very nice,positive,positive
Pantai Alano,2,unfortunately the shoreline was full of plastic rubbish where we set up the middle part of the beach looked cleaner i dont mind paying an entry fee when the beach is maintained but this was too grotty for me its a shame because if clean it would be idyllic we didnt stay long and wont be back,negative,negative
Pantai Alano,5,sepi banget akses jalan susah better naik motor aja tiket masuk 5rb banyak view kapal must go bener bener santai disana hidden gem banyakan bule drpd lokal disana even weekend,positive,positive
Pantai Alano,5,spiaggia idilliaca a nord est dellisola raggiungibile facilmente con il motorinole sole 5000 rupie biglietto giornaliere valgano uno spettacolo naturale assicuratosdraio legno e posti per rilassarsi sono gi presenti nella struttura il personale molto cordiale e c la possibilit ordinare bevande o cibo cucinato sul momento,positive,positive
Pantai Alano,5,fantastica,negative,negative
Pantai Alano,5,a hidden calm and beautiful beach saat datang karimun tanggal long weekend semua penginapan penuh ternyata justru alano sangat sepi benarbenar cuman bule tau a virgin beach pasir putih bersih air tenang biru mudajika karimun wajib pantai karena benar2 banyak tau perjalanan memang cukup jauh 30 menit drai pusat kota percayalah parkir motor matamu terpuaskan pemandangannya,positive,positive
Pantai Alano,5,kinda chill and good for sunbathing here however its cloudy and rainy when i visited this place ticket is 5kperson open from 7304pm only you need to walk down to the beach from the parking area recommend visiting anora beach as well while visiting this area,positive,positive
Pantai Alano,5,bagus tidak terlalu ramai,negative,negative
Pantai Alano,5,tempatnya enak buat rebahan siputih tp galak cuma nggonggong aja klo udah dikasih makan nggak nggonggong,positive,positive
Pantai Alano,5,very very very nice beach5000 rupees entry fee is well worth ithas a spot with lots of clown fishes,positive,positive
Pantai Alano,5,super schner strand sehr sauber und ruhig die betreiber des kleinen lokals sind sehr freundlich und das essen schmeckt super,neutral,neutral
Pantai Alano,5,asri sepi pengelolaan seadanya justru menjadi daya tarik sendiri lebib suka disini karna sepi,positive,positive
Pantai Alano,1,dont come herekulit mengalami gatal2 akibat masuk air pantai alano ternyata airnya tercemar tambak udang parahnya diberi tahu penjaga pantai plus masuk bayarmohon ditindak lanjuti sangat berbahaya kesehatan wisatawan,negative,negative
Pantai Alano,5,sangat rekomendasi banget berkunjung berwisata karimunjawa pasirnya putih bersih air lautnya jernih masih asri tidak banyak tamu cocok buat destinasi merilekskan pikiran,positive,positive
Pantai Alano,5,pantainya cantik gak terlalu ramai 25 menit dermagamasuk bayar 5000 warung toiletkesini menghibur diri,positive,positive
Pantai Alano,5,trs belle plage bien entretenue top pour faire de la baignade farniente snorkelingparking mototres bon moment y passer,positive,positive
Pantai Alano,5,einfach nur traumhaft da kommt man nach einer fahrt durch dieses unscheinbare wohngebiet pltzlich an diesem strand raus auch ganz gut zum schnorcheln allerdings muss man ewig weit gehen das wasser ist sehr flach,positive,positive
Pantai Alano,5,spiaggia paradisiaca disponibili lettini tavoli e sedie in legno ci sono tante altalene anche nellacqua c anche un piccolo punto ristoro dove rinfrescarsi con una bella noce cocco ingresso 5k,neutral,neutral
Pantai Alano,5,keren,positive,positive
Pantai Alano,5,la mejor y mucho mejor que su vecina annora es una muy buena playa que dependiendo de la marea cambia tiene servicios bar comidas mesas hamacas columpios lavabo pero lo mejor de todo son los peces payaso nemo no es necesario contratar una excursin de snorkel verlos los tenis prximos a la playa y marcados con postes con la senyal nemo spot,positive,positive
Pantai Alano,5,tempatnya bagus bersih terawat tiket masuknya murah cukup sepi cocok buat lihat sunrise kalo sana jaga kebersihan temanteman,positive,positive
Pantai Alano,5,5k entrance with satu shack and a toilet the beach itself is clean the surroundings pretty full of trash clean calm transparent waterbetter to come in the morning or mid day first thing better light and sunshine,positive,positive
Pantai Alano,5,pantainya sepiiii banget anginya sepoy sepoy warga lokal ramah bngetttt sayng aksesnya masuk masuk hutan recomend sedang mencri ketenangan ombaknya besar masuknya 5000 orang,positive,positive
Pantai Alano,4,5k entrence fee normal amount for most kept beaches in karimunjawa beautiful area lots and lots of swings,positive,positive
Pantai Alano,5,luar biasa pantai terindah pernah kunjungi pasir air bersih sekali ayunan manamanapengelola baik ramah wc suasanya tenang,positive,positive
Pantai Alano,5,sehr ruhig und abgelegen sehr schn eintritt aktuell 10000 pro person wahrscheinlich gilt dieser preis fr auslnderbei flut ist ein groteil des strandes vom wasser berspltwir konnten keine kokosnsse kaufen,positive,positive
Pantai Alano,5,pantai bener2 indah banget tersembunyi ga banyak datang bersih banget klo naik mobil jalanya sempit better naik motor kalo kemari parkir atas kemudian jalan turun pantainya sumpah indah beraih banget,positive,positive
Pantai Alano,5,tenang damai pas sepi kesana,negative,negative
Pantai Alano,5,recommend for sunrise,negative,negative
Pantai Alano,4,posto carino x prendere il sole il bel mare 1 altra cosa,neutral,neutral
Pantai Alano,4,sepi cantik tp kurang nyaman sama sampah pohon2nya jatuh pantai,negative,negative
Pantai Alano,3,la plage est sympa mais sale rien voir dans leau beaucoup de bateaux de pche et de casiers sur place,positive,positive
Pantai Alano,5,cool place and litterly no satu there so you got the place for yourself,positive,positive
Pantai Alano,5,indah bgtt bersih,positive,positive
Pantai Alano,5,i visited this beach on sunday around 10 am and it initially had 2 visitors and theyre all foreigners its so calm and windy that day no satu said a thing for a long time haha its the perfect place to chillax the cleaning fee is rp 5000 no parking fee i bought a coconut for rp 15000,positive,positive
Pantai Alano,5,datang kesana pagi2 tempatnya sepi angin sepoi sepoi minum kelapa muda terbaik,positive,positive
Pantai Alano,5,compared to anora beach alano beach is clean alano beach is recommended for rest fee 5k use to cleaning beach,positive,positive
Pantai Alano,5,la playa mas bonita de karimunjawa queda un poco retirada a una media hora en scooter pero el viaje vale la pena hay que pagar una pequea entrada como en casi todas las playas de la isla tiene bar y hamacas,positive,positive
Pantai Alano,5,nuestra playa favorita de karimunjawa muy tranquila y bonita con sitios sentarse y tomar algo,positive,positive
Pantai Alano,4,una delle pi carine dell isolaci vuole un per arrivare dal porto ma ne vale la penacercano tenerla pulita come non succede in altre spiagge,positive,positive
Sunset Beach,5,this was a real experience the beach was clean and you can swim in the beach and great swings white sand and coconut tree and beautiful sunset this is a must,positive,positive
Sunset Beach,5,very nice beach good for swimming and they sell cold beer as well,positive,positive
Sunset Beach,5,aprs avoir visit pratiquement toutes les plages de karimunjawa cest ici le meilleur compromis facile de se baigner profondeur trs vite guinguette avec fauteuils sacs bien agrable ambiance sympa accs relativement facile en scooter,positive,positive
Sunset Beach,4,tempatnya nyaman buat santai buat kalian mau jetski disini menyediakann sewa jetski kano adaaa,positive,positive
Sunset Beach,5,klo pagi pagi jangan tanya indah banget kalau dateng langsung airnya bersih jernih pemandangannya behh,positive,positive
Sunset Beach,5,menghabiskan waktu sunsetan disini dapet kesempatan foto pohon kelapa jadi icon pantaiselain sempat bermain volly bareng warga seru banget ramah2harga makanan bervariasi mahal siapkan uang cash,positive,positive
Sunset Beach,5,jolie petite plage pour le coucher de soleil entre payante 10 000 roupies on peut faire du snorkeling attention au poisson qui mord il y a des warungs pour manger ou boire un verre,positive,positive
Sunset Beach,4,effectivement cest le spot pour un coucher de soleil,neutral,neutral
Sunset Beach,4,must try,negative,negative
Sunset Beach,5,nice clean beach,negative,negative
Sunset Beach,5,spot foto terbaik menikmati sunset,positive,positive
Sunset Beach,5,cafe dipinggir pantai dikarimunjawa suasana tenang adem pelayanan nya oke sekaliditambah ditemenin pacar yang ganteng bikin seru obrolan,positive,positive
Sunset Beach,5,bagusss sangat indahhhh,positive,positive
Pancuran Beach,3,c tait une belle plage mais maintenant ils ont du travail pour lui redonner son aspect agrable,positive,positive
Pancuran Beach,1,even though this could be a nice location you can certainly skip this beach its dirty and the small kiosk is broken down,negative,negative
Pancuran Beach,1,the baldys,neutral,neutral
Pancuran Beach,2,eigentlich ein schner strand leider wird er nicht gepflegt und ist voller mll,neutral,neutral
Pancuran Beach,4,pantai bagus masih perbaikan pancuran sesuai namanya,positive,positive
Pancuran Beach,2,unglcklicherweise wird dieser strand nicht mehr gepflegt und der strand sowie das meer sind voller mll,positive,positive
Pancuran Beach,5,cedera or pemulihan cedera cocok fisioterapi disini klinik mitra medika abadi rawabadak,neutral,neutral
Pancuran Beach,5,sunrise spot reachable by motorcycle only,neutral,neutral
Pancuran Beach,5,pisang gorengnya enak,positive,positive
Pancuran Beach,5,i was in pancuran beach on 02142025 the beach is beautiful since it is still low season people are doing maintenance to the facilities and cleaningon the beach there is a kiosk where i could eat some good fishon the beach there is a gentleman who can guide you in a really exciting snorkelinghe knows every little detail of the beautiful coral reef and the clownfish seem to recognise himthe clownfish kiss was really excitingif satu day i return to karimunjawa this beach will be the first place i go,positive,positive
Pancuran Beach,5,pantainya indah bersih,positive,positive
Pancuran Beach,5,the perfect place for an introvert like me,positive,positive
Pancuran Beach,4,riipumatosta plussaa ranta tosi siisti ikv kyll kioski oli tnn kiinni,neutral,neutral
Pancuran Beach,5,tidak sengaja mampir pantai pancuran terlambat bangun mencari sunrise pantai bobby tertinggal rombongan akhirnya berhenti mampir pantai pancuran dapatlah momen sunrise,positive,positive
Pancuran Beach,5,der strand ist wirklich sehr schn und perfekt zum schnorcheln und um den sonnenaufgang zu gucken der strand wird von jawa sauber gehalten welcher am strand bilder malt und uns eine wunderschne schnorcheltour gegeben hat ich kann diesen strand und einen besuch bei jawa nur empfehlen,positive,positive
Pancuran Beach,5,jawa is an amazing person and gave us a snorkeling tour today at the beach he showed us several spots where to find nemo fishes the experience was amazing i really recommend this beach and jawa if you want a nice experience the beach is clean and calm wonderfull for people who dont want to go to touristic places,positive,positive
Pancuran Beach,5,great beach it is being kept clean by a fantastic guy called jawa he also does snorkelling trips at the beach worth visiting,positive,positive
Sunset Beach,5,so nice,positive,positive
Sunset Beach,5,awesome view to see the sunset,positive,positive
Sunset Beach,5,couch de soleil magnifique,neutral,neutral
Sunset Beach,5,pantai bersih n bagus,positive,positive
Sunset Beach,5,very pretty beach as well as the adjacent ones leftmost tanjung gelam is more for waterspots and photoshoots sunset beach is for the sunset and eating and batu topeng is a great place for chilling out and swimming as the water is deeper here theres also a volleyball netyou can walk between all three very easily the beaches are super clean and have all the necessary amenitiesin september i found them to be almost empty during the day even on a saturday but they get busier around 3 onwards as sunset approached,positive,positive
Sunset Beach,5,bagooozz,positive,positive
Sunset Beach,5,pantai indah bersih salah satu spot terbaik melihat sunset,positive,positive
Sunset Beach,4,pantai sunset beach salah satu pantai karimun jawa dibilang salah satu spot foto turis pohon kelapa miringnya antrian fotonya aja panjang banget umum dibilang pantai ramai banget jamjam sunset di masa liburanuntuk pantainya sendiri cantik banyak karangkarang juga bisa dipakai buat duduk bengong spot foto alternatif itu juga ada banyak cafewarung merchant yang sedia penyewaan kanowater sport,positive,positive
Sunset Beach,5,keren banget sumpahsayangnya ketinggalan sunsetnya,negative,negative
Sunset Beach,5,the magic of karimun ajawa,neutral,neutral
Pantai cemara besar,5,view keren pantai dangkal kapal sulit sandar jadi main tengah makan siang dsini ikan kuning bumbu bakar joss mantab ikannya daging tebal sambal enak,positive,positive
Pantai cemara besar,5,pantai sangat teramat indah termimpi2 akhirnya datangi untuk kedua kalinya wow sungguh indah air laut surut terlihat pasir timbul sangat teramat luas,positive,positive
Pantai cemara besar,5,banget kesini lagii,positive,positive
Pantai cemara besar,5,pulau view indah pantai pasir putih air jernih tersedia beberapa fasilitas warung toilet mushola,positive,positive
Pantai cemara besar,5,the best beach in karimun island my friend really enjoy and happy,positive,positive
Pantai cemara besar,5,bagus pulau pasir air dangkal,positive,positive
Pantai cemara besar,5,wonderfull,negative,negative
Pantai cemara besar,5,best,positive,positive
Pantai cemara besar,5,masya allah betah bgt dsni pasirnya putih lembut airnyaaa buwiruuu bening,positive,positive
Pantai cemara besar,5,betah berlamalama pulau pantai pasir putih luas ombak tenang,positive,positive
Pantai cemara besar,4,bagus,positive,positive
Pantai cemara besar,5,salah satu pulau terbaik,positive,positive
Pancuran Beach,5,salah satu tempat menikmati sunrise pulau karimunjawa,positive,positive
Pancuran Beach,5,meskipun akses masuk terjal dikit bagus pantainyasyg dipojok selatan bnyak tumpukan sampah botol2,positive,positive
Pancuran Beach,4,access road to here is quite challenging for motorcycle but the place is nice,positive,positive
Pancuran Beach,4,plage gratuite les grantes nous ont fournies un tapis pour poser nos serviettes il y a beaucoup dalgues nanmoins la plage reste bien entretenue grce un monsieur qui la nettoie joli spot de snorkeling et de lever du soleil,positive,positive
Pancuran Beach,1,cest hyper sale,neutral,neutral
Pancuran Beach,4,they claimed to be the first beach that has been opened in karimunjawa the coastline is quite narrow its a good beach with white sand and turquoise clear sea water but thats all nothing special compared to other beach,positive,positive
Pancuran Beach,5,sangat nyaman bersih tenang,positive,positive
Pancuran Beach,5,the best beach with the best guy jawa who is so so welcoming and lovely a must on this island,positive,positive
Pancuran Beach,4,mungkin pantai terdekat dr pelabuhan dgn spot sunrise masuknya gratis warungnya tapi kurang bersih dibandingkan dgn pantai2 lainnya karimun,positive,positive
Pancuran Beach,5,really great beach hut serving some excellent ayam ikan fresh juice etc reusable metal straws lovely fresh sambals so good we revisited perfect lunch spot cute beach can swim out to snorkel with nemo long tailed macaques,positive,positive
Pancuran Beach,5,plage tranquille les propritaires sont adorable le monsieur a le sourire tout le temps sa femme est une excellente cuisinire,positive,positive
Pancuran Beach,5,kalau karimun wajib banget kesini pantainya tenang banget aku dateng pas pagi cuma aku sana padahal hari minggu maaf waktu ga beli kafenya,positive,positive
Pancuran Beach,5,amazing place trs calme personnel trs gentil et accueillant je recommande fortement,positive,positive
Pancuran Beach,5,magnifique plage elle est plus proche de la ville lentre est gratuite il y a du wifi et on y mange trs bien surtout les nouilles sautesnous avons largement prfr celle ci bobby beachnous y sommes alls un samedi aprsmidi et il ny avait pas grand monde le grant de la plage prte gratuitement des matelas et loue des masques et tubas de snorkeling pour 25k il nous a mme accompagn pour nous montrer les meilleurs spots de snorkeling,positive,positive
Pancuran Beach,4,rekomen bgt kesini buat nikmati sunrise ala karimun btw tempatnya enak gampang diakses cuman minusnya kotor sih tp tenang gak ngurangi keindahan ketenangannya biaya free,positive,positive
Pancuran Beach,5,sauber familir gutes essen gute preise,neutral,neutral
Sunset Beach,5,sebagus sunsetnya pasirnya putih bersih makanan warungnya terjangkau tempat wisata,positive,positive
Sunset Beach,5,pantai landai bersih pasir putih air jernih ditambah warung2 bersantai menikmati sunset,positive,positive
Sunset Beach,5,salah satu pantai luar biasa pulau karimunjawa pasir putih bersih air laut jernih lebih bagus pantai bali pendapat pribadi,positive,positive
Sunset Beach,5,menikmati sunset cuaca cerah,positive,positive
Sunset Beach,5,great musics here and good vibes,positive,positive
Sunset Beach,5,very beautiful clear water good drinks,neutral,neutral
Sunset Beach,5,no es exactamente sunset beach sino justo el mercadillo que hay a su entrada espectacular nasi goreng lo lleva una chica joven super agradable y simptica hay cervecita ice coffe a pie de playa hamacas qu ms se puede pedir el mejor nasi goreng que he probado hasta ahora gracias,positive,positive
Sunset Beach,4,lokasi nya mantap banget buat menyambut sunset dinsore hari kako mau kesini agak lama karena nyaman ditempat,positive,positive
Sunset Beach,5,perfekt um den sonnenuntergang anzuschauen,neutral,neutral
Sunset Beach,5,des amnagements plutt ddis au tourisme mais un lieu qui a su prserver la magie dune plage superbe sur karimunjawa,positive,positive
Sunset Beach,4,yaah okey laah okey okey boleh,negative,negative
Sunset Beach,5,best sunset karimunjawa wajib kejar sunset disini indah banget,positive,positive
Pancuran Beach,5,ruhiger strand mit musik toiletten verpflegung und palmenschaukelkein eintritt,positive,positive
Pancuran Beach,5,gemtlicher ruhiger strand nettes warung mit freundlichem wirt angenehm um bei shake muda oder bier das meer zu beobachten sehr gutes preisleistungsverhltnis strand wird gereinigt,positive,positive
Pancuran Beach,5,most karimun visitor choose the famous bobby or karina in the north but i prefer this beach the first freeentry beach on southeast side of karimun jawa island the entrance is like going downhill until the parking space and then walking downstairs to the beach area there is only satu restaurant with quite good playlist if you are lucky you can connect to their wifi i think their highlight menu is fried pineapplei visited this beach twice for lunch and sunrise view since it was weekday there was less people its like having the beach for yourself when its getting crowded then the time to leaveit is a swimmingsnorklingkayakingpaddling spot so you can enjoy those activities here you can find another hidden beach in the north just next to the corner there is a path between the rocktoilet is available next to the restaurant,positive,positive
Pancuran Beach,4,nice spot for photo,positive,positive
Pancuran Beach,4,pantai cocok melihat sunrise biaya gratis,positive,positive
Pancuran Beach,5,bagus banget sunrise nya,positive,positive
Pancuran Beach,5,sepi kayak pantai pribadi,negative,negative
Pancuran Beach,2,la playa est muy sucia llena de plsticos y botellas y el agua sucia tambines una pena que no cuiden las playas,positive,positive
Pancuran Beach,5,pantainya emang bagus sunrise tp kebersihannya kurang udara disini sejuk,positive,positive
Pancuran Beach,4,the coastline is shorter compare to other beaches that i came on the island but have a nice sunrise view since we came too early at eid moment the bar not open yet btw the entrance fee is free,positive,positive
Pancuran Beach,4,akses jalan menuju pantai cor betonmudah aksestapi sayang kendaraan bisa turun pantaipantainya bersih ombaknya tenang nyaman buat bermain bersama anak2the best hidangan kafe pisang gorengnya beda yang,positive,positive
Pancuran Beach,5,best satu,positive,positive
Pancuran Beach,5,air lautnya bening bangetpasirnya bersih spot foto lumayan banyak ayunan pohon kursi kayu view laut gunungdi bagian kursi kayu viewnya cakep banget sayangnya butuh ekstra hatihati buat nyampe bagian kursi kayu akses jembatan kayunya udah lapuk banyak paku mencuat lewat batu karang,positive,positive
Pancuran Beach,5,tempat nyaman kontemlasi udara segar pantai bersih pokoknya joss dah,positive,positive
Pantai cemara besar,5,bagus bgt pantai aman bgt buat anak2,positive,positive
Pantai cemara besar,5,small place small island but it has a beautiful scenery but there are just 2 toilets only,positive,positive
Pantai cemara besar,5,pantai cemara besar salah satu spot paling keren buat hobi foto foto disini banyak banget spot bikin aura jadi lebih gantengtempatnya bersih paling pas buat istirahat mengisi perut mulai keroncongan sehabis snorkeling next bakalan kesini pokonya,positive,positive
Pantai cemara besar,5,istimewasurga nya karimunjawa,positive,positive
Pantai cemara besar,5,bangga indonesia mohon dirawat baik tetap lestari,positive,positive
Pantai cemara besar,5,pulau kecil tempatnya indah istimewa,positive,positive
Pantai cemara besar,5,bibir pantai nya panjangdan putih,positive,positive
Pantai cemara besar,5,tempat cocok buat makan siang,positive,positive
Pantai cemara besar,5,nice spot for sunrice fresh air and good view wonderful place,positive,positive
Pantai cemara besar,5,rata rata lokasi karimun jawa bagusbagus,positive,positive
Pantai cemara besar,5,pantai pulau kecil berada wilayah perairan karimunjawa pantai air laut jernih sangat indah,positive,positive
Sunset Beach,5,cakep,neutral,neutral
Sunset Beach,5,bagus banget best time kesini jam 36 sore magical banget sunsetnya,positive,positive
Sunset Beach,4,pasirnya halusbanyak kedai makananbisa main permainan air banana boat kayaking jetski,positive,positive
Sunset Beach,5,biarkan foto berbicaracantik sekali sunsetnyabyar masuk 20rbsayangnya harus order t4 dudukbanyak pondokan jual makananwajib belanja klo dudukkelapa utuh 25rboke harganya wajarview nya cakep bangetdisini jg banyak nyediain kano banana boat dllklo sy sunset beach cakep utk sunsetpas posisinyausahakan datang pas cuaca cerahklo mendung sunsetnya gak kliatanparkiran klo karimun jawa gratis senang sekali warga jabodetabek disinimakanannya jg tergolong enakgak manis,positive,positive
Sunset Beach,5,lumayan bwt nyunset watersport jg,positive,positive
Sunset Beach,5,pantainya sangat bersihhtm 10k,positive,positive
Sunset Beach,2,some parts of the beach are full of plastic and random shacks that totally ruined the charm of this beautiful place it mustve been a paradise before people took it over but i get that for many its a way to make a living so i dont blame them and i must understand their reality still it looks pretty sad the nature itself is beautifu and a color of the water is magical the amount of trash is also kind of shocking i wish the indonesian government would do something to protect this amazing place because it is special nature is your real treasure,positive,positive
Sunset Beach,5,pantai ter konekting ujung gelamlumayan sepi dibanding ujung gelammemang bagus menikmati sunsetworthrekomenmasuk melalui pantai ujung gelam bayar 10rb per orang,positive,positive
Sunset Beach,5,hidden gem karimun jawa musik lite dance and beaches tersedia jg lite bite food kelapa hijau n beers sesuai dgn namanya menikmatin sunset sini disarankan menggunakan motor kemari kalo mobil perlu gardan depan balik nya tanjakan curam,positive,positive
Sunset Beach,5,this place is wonderful as well as to get a sunset such as its name it has a nice atmosphere and always has a comfort feelings around but as usual indonesian are still lacking at how do they maintenance things such trash luckily the trash at the sand beach was less noticeable sustaining useful facilities and awareness about many of stagnant water that causes mosquitoesthe best way to enjoy those chilling atmosphere those splash of ocean water and bird chirping is when the beach is not that crowded my fams are lucky that we arrived at the right time and date910,positive,positive
Sunset Beach,5,you can rent a mat here and enjoying the view its comfy and quiet before 3pm a lot of snack and softdrink here good place to visit no ticket fee,positive,positive
Pancuran Beach,5,pulau karimun jawa,neutral,neutral
Pancuran Beach,3,aku kesini jalannya sedang perbaiki pantainya terlalu bersih mungkin karna perbaikan pantai nya kecil,positive,positive
Pancuran Beach,4,i visited this place by walking from near the dock of karimun island its pretty far but still managable the beach was just destroyed by the wave days before nobody was there besides 2 locals who managed the small store there and they were cleaning up the beach the beach was so dirty so many trash was there when i visited june 27th 2022 its a small beach but because it was so quiet it feels so cozy there is a small stream that flows to the beach i guess thats why they called it pancuran beach i believe it might be way more beautiful before it was hit by huge waves anyways i saw a biawak there,positive,positive
Pancuran Beach,2,i wanted to give it satu star but i have some hope that it will be returned to its original glory the beach is strewn with trash and looks like its been abandoned it has so much potential with better management,positive,positive
Pancuran Beach,5,koordinat sunrise karimun jawa,neutral,neutral
Pancuran Beach,3,certainly not satu of the most beautiful beach in karimunjawa full of boats and mosquitoes,positive,positive
Pancuran Beach,5,pasir putih view sunrise sungguh indah sarankan kesini pagi sepi banyak orang datang ada penjaganya meskipun tempat pembelian tiket masih tutup disini biasa diadakan pesta pantai kalau malem sayang kotor habis diadakan acara malemnya,positive,positive
Pancuran Beach,3,tempat baik utk sunrise,positive,positive
Pancuran Beach,4,pantai sebelah timur pulau karimunjawa enak di pagi hari panorama sunrise,positive,positive
Pancuran Beach,2,juorok bgt pantainyaaaaa,positive,positive
Pancuran Beach,2,beach is good with the hill view but still not well maintain and dirty around the area the road to reach is only by walk or motor bike,negative,negative
Pancuran Beach,5,tempat bagus acara grup sayang akses masuk susah kedepan mungkin dibenahi aksesnya lebih mendatangkan lebih banyak pengunjung,positive,positive
Pancuran Beach,4,sunrise area,neutral,neutral
Pancuran Beach,5,keren banget bbrp minggu kemarin buat acara mice sinidan view nya jg langsung laut,positive,positive
Pancuran Beach,4,memiliki pemandangan indah,positive,positive
Sunset Beach,4,belum masuk masa sunset panorama tetep bagus konon katanya pemandu sunset terbaik se asia tenggara,positive,positive
Sunset Beach,5,kesini bersama tim visit karimunjawa,neutral,neutral
Sunset Beach,4,nice beach with lots of restaurants prices elevated coconut 45k lots of touristswater quite deep quickly i would rather recommend alano beach,positive,positive
Sunset Beach,5,bagus sekali,positive,positive
Sunset Beach,5,good view,positive,positive
Sunset Beach,5,pantai terindah pernah kunjungi pantainya adem banyak pohon bersih tak sampah biaya masuk cuma 5000 per orang air nya bening bgt ombaknya sedang view nya ajib banyak warung tp harga lumayan menurutku penyewaan kano jetski kalo mau sewa makin sore makin ajib sih pemandangannya,positive,positive
Sunset Beach,5,as the name suggests this spot is a mustvisit for sunset lovers picture this a stunning white sandy beach with shallow waters and calm waves perfect for a leisurely stroll along the shore the view is absolutely breathtaking as you watch the sun slowly dip below the horizon painting the sky with vibrant shades of orange and red its a magical moment that will leave you in awe,positive,positive
Sunset Beach,5,sangat mempesona,positive,positive
Sunset Beach,5,pasir putih nyaman bermain anakanak,positive,positive
Sunset Beach,5,a great beach and a breathtaking sunset water is crystal clear just be wary of the biting fish near the corals some small fish are territorial and dont hesitate to bite doesnt hurt feels like a pinch but it will suprise you,positive,positive
Pantai Ambar,5,una playa tranquila y preciosa,positive,positive
Pantai Ambar,5,pantainya bersih bapak ibunya punya rumah ramah ngecamp izin dulu bapak ibunya fasilitas kursi bersantai gazebo toilet musholaada resto pesan makan minumada penginapan bagus bersih,positive,positive
Pantai Ambar,2,ruhiger strand leider hat es viele schwerlklumpen am ganzen strand,neutral,neutral
Pantai Ambar,5,sangat tenang nyaman bersantai,positive,positive
Pantai Ambar,4,pantai bersih dgn ombak kecilcocok untk bersantai,positive,positive
Pancuran Beach,4,tenang senyap,neutral,neutral
Pancuran Beach,5,loved it,negative,negative
Pancuran Beach,5,enak berkunjung pagi sunrise,positive,positive
Pancuran Beach,2,they try to clean only 5 meters of the sand and throw all the rubbish just at the edge of the forrest very undermanaged education and public rubbish collection are badly needed they are asking even under these terrible conditions for 10000 cleaning fee otherwise you can buy there some beer for 60000 the place is great for a sunrice watching but just after 5h30 a lady will come to take your 10000 rupiahs,negative,negative
Pancuran Beach,5,didnt eat or drink just had this beach to myself for 2 days so far maybe gets busy on weekends walked from town paid 10000 rp which seems the norm on karimunjawa cannot complain good spot to read my book and chill,positive,positive
Pancuran Beach,4,we were there in the afternoon beautiful beach and seashore scenery clean beach a nice photo shoot spotit is not too wide area but there were only 4 of us and another couple before us feels like private beach theres an entry fee of rp5000pax which the local community charge for maintaining and cleaning the area which was worth the moneyno food stall nor restaurant there,positive,positive
Pancuran Beach,4,bersih pantainya layak di kunjungi,positive,positive
Pancuran Beach,5,viewnya bagus,positive,positive
Pancuran Beach,1,spiaggia a pagamento 10000 rupie a persona credevo che i soldi dati da noi turisti occidentali servissero a mantenere il luogo in cui vivono e tutti noi viviamo pulitoquello che invece mi sono ritrovata dinnanzi dietro al velo perfezione paradisiaca un mare cristallino dietro alle sdraio agli ombrelloni e bar stato un mare plastica seppellito sotto alla spiaggia a giusto 2 metri distanza da quella attrezzatabottiglie plastica zaini plastica ciabatte gomma sacchetti plastica nascosti sotto la sabbia candidaquesto stato lo scenario visto e rivisto in differenti luoghi dellindonesia facciata perfezione che nasconde assenza rispetto per il loro paese meraviglioso e per tutti noi che viviamo in questo pianetarifiuti gettati per le strade per i boschinon oro tutto quel che luccica molto spesso non altro che plastica,positive,positive
Pancuran Beach,5,nice place beautiful scenery,positive,positive
Pancuran Beach,5,nice secluded beach,negative,negative
Pancuran Beach,5,pantai tersemvuny8,negative,negative
Pantai Bobby,5,selalu rame kalau mau dapet foto bagus fateng lebih awal dri trip lain,positive,positive
Pantai Bobby,5,disini pantai nya baguss banget bersih,positive,positive
